,property_price
26749,110000
26750,105000
26751,139000
26752,95000
26753,185000
26754,149000
26755,128000
26756,150000
26757,158000
26758,130363
26759,114000
26760,75000
26761,75500
26762,135000
26763,89900
26764,205000
26765,156000
26766,95000
26767,120000
26768,148000
26769,89000
26770,89000
26771,215000
26772,140000
26773,215000
26774,47000
26775,97000
26776,250000
26777,460000
26778,110000
26779,92000
26780,175000
26781,49500
26782,85000
26783,525000
26784,85000
26785,189500
26786,74900
26787,126000
26788,120000
26789,135000
26790,120000
26791,174900
26792,110000
26793,105000
26794,163000
26795,78500
26796,160000
26797,46000
26798,115000
26799,82000
26800,180000
26801,177000
26802,69000
26803,52000
26804,175000
26805,220000
26806,179900
26807,258000
26808,190000
26809,73000
26810,188760
26811,95000
26812,298000
26813,89000
26814,85000
26815,110000
26816,165000
26817,89000
26818,79000
26819,194900
26820,60000
26821,280819
26822,498000
26823,80000
26824,147900
26825,58000
26826,180000
26827,55000
26828,300000
26829,120000
26830,75000
26831,348000
26832,419000
26833,325000
26834,156000
26835,109000
26836,140000
26837,96000
26838,45000
26839,60000
26840,190000
26841,120000
26842,69000
26843,120000
26844,299000
26845,168000
26846,70752
26847,95000
26848,55000
26849,250000
26850,315000
26851,176000
26852,100000
26853,299900
26854,149000
26855,100000
26856,120000
26857,119000
26858,69000
26859,85000
26860,73000
26861,61900
26862,75000
26863,150000
26864,74990
26865,299000
26866,73000
26867,96000
26868,152000
26869,81900
26870,109000
26871,158000
26872,274000
26873,256000
26874,224000
26875,169000
26876,103950
26877,310000
26878,179000
26879,190000
26880,73000
26881,490000
26882,89000
26883,220000
26884,121900
26885,79000
26886,35000
26887,103000
26888,69999
26889,285000
26890,210000
26891,53000
26892,190000
26893,82000
26894,125000
26895,85000
26896,130000
26897,115000
26898,102000
26899,93000
26900,337000
26901,135000
26902,119900
26903,180000
26904,135000
26905,125000
26906,149500
26907,79000
26908,115000
26909,140000
26910,169000
26911,249000
26912,75000
26913,110000
26914,123000
26915,80000
26916,90000
26917,76000
26918,89900
26919,245000
26920,120000
26921,153400
26922,80900
26923,117000
26924,130000
26925,320000
26926,375000
26927,184900
26928,580000
26929,193000
26930,155000
26931,228000
26932,85000
26933,190000
26934,470000
26935,74000
26936,310000
26937,86000
26938,119000
26939,135000
26940,69000
26941,235000
26942,500000
26943,159900
26944,225000
26945,310000
26946,450000
26947,83000
26948,153000
26949,445500
26950,64900
26951,85000
26952,79000
26953,105000
26954,104200
26955,80000
26956,132000
26957,165000
26958,202000
26959,89000
26960,150000
26961,74999
26962,200000
26963,90000
26964,144800
26965,165000
26966,299000
26967,135000
26968,99000
26969,240000
26970,120000
26971,590000
26972,105900
26973,75000
26974,108612
26975,228000
26976,530000
26977,172400
26978,144900
26979,160000
26980,85000
26981,64869
26982,288000
26983,84000
26984,150000
26985,79000
26986,159873
26987,65000
26988,280000
26989,175000
26990,67944
26991,280000
26992,81782
26993,129000
26994,67000
26995,160000
26996,245000
26997,133000
26998,55000
26999,189000
27000,59000
27001,265000
27002,88000
27003,160000
27004,425000
27005,210000
27006,270000
27007,105000
27008,105000
27009,53900
27010,35397
27011,119900
27012,155000
27013,115000
27014,145000
27015,68000
27016,82000
27017,270000
27018,91000
27019,212000
27020,145000
27021,150000
27022,118500
27023,75000
27024,191250
27025,99500
27026,166150
27027,149000
27028,330000
27029,120000
27030,131000
27031,490000
27032,178000
27033,112352
27034,75000
27035,195000
27036,129000
27037,146000
27038,170000
27039,95000
27040,129500
27041,25750
27042,129000
27043,90000
27044,85000
27045,77000
27046,83900
27047,420000
27048,80000
27049,197808
27050,94000
27051,290000
27052,125000
27053,350000
27054,137500
27055,179000
27056,105000
27057,112500
27058,128000
27059,38000
27060,160000
27061,179900
27062,175000
27063,64000
27064,240000
27065,245000
27066,188000
27067,118000
27068,490000
27069,70000
27070,134800
27071,99900
27072,398000
27073,94900
27074,63700
27075,160000
27076,120000
27077,105000
27078,130000
27079,475000
27080,75000
27081,270000
27082,300000
27083,289000
27084,110000
27085,160000
27086,140000
27087,93000
27088,445000
27089,575000
27090,450000
27091,220000
27092,290000
27093,135000
27094,255000
27095,89800
27096,110158
27097,320000
27098,59800
27099,124000
27100,84900
27101,65000
27102,129000
27103,270000
27104,270000
27105,86000
27106,95000
27107,170000
27108,250000
27109,79000
27110,390000
27111,130000
27112,125000
27113,160000
27114,250000
27115,68000
27116,260000
27117,90000
27118,88000
27119,177000
27120,160000
27121,126000
27122,159000
27123,65000
27124,98000
27125,119000
27126,189000
27127,133000
27128,99000
27129,98000
27130,140000
27131,89500
27132,142000
27133,84000
27134,190000
27135,210000
27136,88000
27137,43500
27138,210000
27139,125000
27140,68000
27141,98000
27142,114000
27143,83000
27144,139000
27145,110000
27146,129900
27147,125000
27148,410000
27149,120000
27150,79000
27151,125000
27152,235000
27153,145000
27154,279000
27155,90000
27156,85000
27157,105000
27158,122058
27159,137246
27160,95000
27161,110000
27162,480000
27163,140000
27164,72000
27165,110000
27166,160000
27167,109000
27168,212000
27169,74000
27170,95000
27171,270000
27172,75000
27173,70000
27174,81000
27175,178000
27176,48370
27177,120000
27178,85800
27179,135000
27180,139000
27181,96000
27182,315000
27183,192000
27184,375000
27185,94000
27186,134000
27187,260000
27188,120000
27189,155000
27190,200000
27191,63000
27192,390000
27193,260000
27194,89900
27195,155000
27196,300000
27197,103000
27198,53500
27199,366900
27200,80000
27201,59000
27202,258000
27203,143900
27204,135000
27205,130000
27206,75000
27207,156000
27208,72000
27209,450000
27210,298000
27211,106000
27212,85000
27213,42980
27214,99500
27215,119000
27216,200000
27217,147000
27218,140000
27219,250000
27220,277000
27221,65000
27222,132000
27223,91753
27224,69000
27225,230000
27226,179000
27227,73000
27228,39000
27229,140000
27230,231500
27231,195000
27232,98700
27233,98000
27234,210000
27235,85000
27236,170000
27237,109900
27238,280000
27239,77700
27240,258000
27241,115000
27242,110000
27243,75000
27244,160000
27245,178000
27246,48800
27247,63000
27248,150000
27249,145000
27250,75000
27251,95000
27252,390000
27253,163000
27254,89000
27255,90000
27256,115000
27257,127000
27258,160000
27259,95000
27260,290000
27261,109000
27262,63900
27263,104000
27264,125000
27265,89000
27266,93000
27267,95013
27268,85000
27269,125000
27270,78000
27271,135000
27272,174999
27273,74000
27274,53990
27275,320000
27276,65000
27277,180000
27278,105770
27279,122000
27280,159000
27281,85000
27282,125000
27283,125000
27284,125000
27285,80000
27286,330000
27287,39900
27288,395000
27289,97000
27290,95000
27291,69000
27292,375000
27293,230000
27294,79000
27295,101500
27296,139000
27297,66700
27298,120000
27299,145000
27300,146000
27301,135000
27302,95840
27303,139000
27304,239900
27305,122500
27306,89000
27307,385000
27308,105000
27309,160000
27310,130000
27311,87000
27312,130000
27313,440000
27314,144000
27315,130000
27316,85000
27317,248000
27318,159900
27319,400000
27320,235000
27321,212900
27322,130000
27323,105000
27324,200000
27325,95000
27326,70000
27327,195000
27328,145000
27329,280000
27330,359000
27331,99000
27332,380000
27333,23000
27334,75000
27335,87000
27336,69000
27337,169000
27338,75000
27339,120000
27340,119000
27341,77000
27342,95000
27343,235000
27344,168000
27345,118000
27346,100000
27347,219000
27348,234500
27349,160000
27350,145900
27351,110000
27352,110000
27353,60000
27354,260000
27355,167000
27356,81000
27357,59000
27358,350000
27359,85990
27360,510000
27361,110000
27362,139500
27363,250000
27364,198000
27365,180000
27366,86000
27367,133219
27368,84900
27369,350000
27370,550000
27371,99000
27372,148500
27373,48000
27374,168000
27375,165000
27376,90000
27377,187000
27378,160549
27379,125000
27380,114000
27381,137000
27382,164900
27383,419900
27384,185000
27385,180000
27386,82000
27387,199000
27388,74000
27389,78000
27390,109500
27391,98000
27392,69000
27393,119000
27394,135000
27395,219000
27396,50000
27397,135000
27398,150000
27399,55000
27400,139000
27401,49000
27402,230000
27403,220000
27404,250000
27405,105000
27406,165000
27407,89000
27408,119000
27409,51000
27410,285000
27411,212000
27412,140000
27413,103000
27414,99000
27415,77500
27416,185000
27417,263000
27418,92400
27419,90000
27420,180000
27421,145000
27422,110000
27423,103000
27424,51675
27425,87000
27426,185000
27427,156000
27428,92000
27429,259000
27430,118000
27431,155000
27432,93000
27433,230000
27434,229000
27435,95000
27436,88000
27437,335000
27438,145000
27439,195000
27440,104000
27441,155000
27442,175000
27443,126800
27444,148000
27445,175000
27446,330000
27447,119000
27448,85000
27449,68000
27450,419900
27451,135000
27452,139000
27453,329000
27454,428400
27455,168000
27456,135000
27457,79500
27458,94000
27459,320000
27460,65000
27461,94000
27462,78000
27463,490000
27464,92000
27465,350000
27466,130000
27467,108000
27468,240000
27469,60000
27470,60000
27471,120000
27472,167000
27473,315000
27474,139000
27475,79000
27476,75000
27477,95000
27478,97000
27479,59900
27480,137000
27481,99000
27482,165000
27483,190000
27484,65000
27485,410000
27486,112000
27487,235000
27488,108000
27489,170000
27490,100000
27491,162000
27492,142000
27493,77000
27494,208337
27495,83000
27496,49000
27497,82000
27498,142000
27499,90000
27500,198000
27501,55000
27502,300000
27503,160000
27504,62000
27505,94950
27506,100000
27507,99000
27508,320000
27509,91000
27510,245000
27511,115000
27512,178000
27513,162000
27514,99000
27515,489000
27516,109000
27517,109000
27518,78000
27519,215000
27520,90000
27521,105000
27522,99900
27523,250000
27524,145400
27525,79000
27526,320000
27527,295000
27528,149000
27529,70000
27530,125000
27531,145000
27532,130000
27533,120000
27534,155000
27535,120000
27536,60000
27537,350000
27538,87000
27539,110000
27540,220000
27541,65000
27542,115000
27543,67990
27544,150000
27545,265000
27546,110000
27547,170000
27548,85000
27549,70000
27550,155000
27551,380000
27552,95000
27553,135000
27554,65000
27555,70000
27556,155840
27557,225000
27558,80000
27559,105000
27560,54900
27561,148000
27562,165000
27563,299000
27564,110000
27565,60000
27566,195000
27567,70000
27568,107000
27569,420000
27570,165000
27571,40000
27572,140000
27573,81000
27574,85000
27575,180000
27576,64900
27577,155000
27578,145000
27579,275000
27580,360000
27581,105000
27582,155250
27583,370000
27584,82000
27585,390000
27586,115000
27587,205000
27588,129000
27589,320000
27590,200000
27591,170000
27592,69000
27593,205000
27594,220000
27595,395000
27596,89000
27597,356000
27598,119000
27599,135000
27600,358000
27601,74000
27602,170000
27603,130000
27604,75000
27605,367000
27606,55000
27607,220000
27608,68000
27609,115900
27610,250000
27611,185000
27612,98500
27613,125000
27614,95000
27615,105831
27616,105000
27617,67000
27618,135000
27619,139000
27620,169500
27621,160000
27622,199000
27623,75397
27624,415000
27625,136000
27626,125000
27627,55000
27628,140000
27629,429000
27630,125000
27631,270000
27632,93000
27633,100000
27634,90000
27635,210000
27636,495000
27637,235000
27638,174900
27639,80000
27640,164000
27641,164900
27642,119000
27643,145000
27644,435000
27645,82000
27646,79000
27647,220000
27648,170000
27649,98500
27650,85000
27651,126000
27652,129000
27653,135000
27654,152000
27655,160000
27656,89000
27657,119900
27658,95000
27659,119800
27660,119000
27661,79000
27662,85000
27663,335000
27664,109000
27665,98000
27666,490000
27667,145000
27668,95000
27669,129000
27670,85000
27671,250000
27672,199000
27673,180000
27674,180000
27675,395000
27676,410000
27677,98000
27678,88990
27679,152000
27680,170000
27681,200000
27682,260000
27683,192468
27684,119900
27685,92000
27686,138000
27687,120000
27688,90000
27689,129000
27690,105000
27691,249000
27692,92000
27693,175000
27694,90000
27695,410000
27696,72500
27697,110000
27698,195000
27699,131100
27700,295000
27701,100000
27702,110000
27703,125000
27704,278000
27705,108000
27706,170000
27707,99900
27708,99000
27709,120000
27710,98500
27711,250000
27712,104000
27713,185000
27714,179000
27715,160000
27716,200000
27717,159000
27718,100000
27719,169000
27720,83000
27721,470000
27722,195000
27723,240000
27724,57900
27725,125000
27726,108000
27727,180000
27728,370000
27729,88000
27730,54900
27731,165000
27732,171000
27733,276000
27734,194000
27735,230000
27736,170000
27737,368000
27738,160000
27739,170000
27740,125000
27741,137413
27742,75000
27743,415000
27744,230000
27745,90000
27746,69000
27747,69000
27748,198000
27749,94000
27750,128675
27751,260000
27752,174000
27753,83000
27754,398000
27755,123500
27756,145000
27757,240000
27758,470000
27759,95000
27760,43900
27761,230000
27762,169000
27763,255000
27764,98000
27765,175000
27766,310000
27767,80000
27768,105000
27769,212000
27770,59000
27771,380000
27772,154000
27773,185000
27774,46000
27775,420000
27776,255000
27777,89000
27778,390000
27779,67000
27780,185000
27781,169900
27782,111000
27783,114000
27784,263000
27785,75000
27786,130000
27787,85000
27788,280000
27789,173000
27790,495000
27791,100000
27792,238000
27793,80900
27794,97000
27795,175000
27796,210000
27797,79000
27798,400000
27799,210000
27800,150000
27801,119990
27802,128000
27803,198000
27804,103000
27805,160000
27806,224000
27807,80000
27808,138800
27809,300000
27810,230000
27811,157000
27812,105000
27813,165000
27814,180000
27815,119900
27816,112366
27817,120000
27818,78000
27819,139300
27820,41000
27821,95000
27822,118000
27823,29000
27824,50000
27825,144000
27826,85000
27827,125000
27828,91500
27829,89000
27830,190000
27831,330000
27832,75000
27833,74000
27834,91500
27835,61900
27836,179999
27837,295000
27838,61900
27839,285000
27840,240000
27841,145000
27842,146000
27843,89900
27844,105000
27845,225000
27846,172000
27847,49900
27848,298000
27849,250000
27850,67000
27851,260000
27852,119000
27853,138000
27854,65000
27855,230000
27856,129900
27857,55000
27858,240000
27859,110000
27860,150000
27861,144000
27862,249000
27863,73000
27864,105000
27865,129000
27866,279000
27867,179000
27868,193000
27869,229000
27870,215000
27871,115000
27872,80000
27873,215000
27874,250000
27875,85000
27876,85000
27877,125000
27878,64900
27879,119000
27880,75000
27881,163000
27882,69000
27883,115000
27884,180000
27885,149500
27886,87000
27887,84900
27888,118000
27889,179900
27890,118000
27891,250000
27892,88300
27893,82000
27894,134000
27895,230000
27896,71500
27897,90000
27898,100000
27899,175000
27900,270000
27901,176000
27902,143900
27903,149000
27904,121000
27905,90000
27906,470000
27907,498000
27908,79900
27909,85000
27910,255000
27911,105000
27912,335000
27913,229900
27914,58000
27915,84900
27916,158099
27917,228000
27918,134900
27919,123000
27920,53000
27921,99000
27922,115000
27923,74000
27924,170000
27925,84000
27926,85000
27927,75000
27928,79000
27929,75000
27930,135000
27931,73000
27932,190000
27933,335000
27934,98000
27935,60000
27936,72000
27937,212000
27938,69000
27939,98000
27940,418000
27941,103000
27942,59800
27943,120000
27944,149000
27945,75000
27946,165000
27947,128000
27948,42000
27949,280000
27950,155000
27951,245000
27952,210000
27953,169000
27954,170000
27955,45000
27956,145000
27957,149000
27958,135000
27959,215000
27960,158000
27961,128000
27962,63900
27963,169000
27964,190000
27965,215000
27966,170000
27967,148000
27968,64269
27969,115000
27970,102000
27971,78000
27972,98000
27973,365000
27974,91999
27975,359000
27976,69000
27977,350000
27978,329000
27979,358000
27980,225000
27981,440000
27982,265000
27983,277300
27984,175000
27985,208000
27986,69900
27987,154000
27988,350000
27989,198000
27990,60000
27991,135000
27992,257000
27993,188000
27994,86000
27995,92900
27996,150000
27997,89000
27998,228000
27999,240000
28000,82000
28001,104900
28002,110000
28003,77900
28004,90000
28005,125000
28006,194500
28007,175000
28008,86000
28009,139000
28010,156400
28011,155000
28012,99000
28013,48000
28014,180000
28015,169000
28016,210000
28017,295000
28018,185000
28019,95000
28020,92000
28021,173500
28022,75000
28023,260000
28024,47000
28025,67500
28026,89000
28027,109000
28028,120000
28029,199800
28030,83000
28031,148000
28032,128000
28033,300000
28034,80000
28035,120000
28036,140000
28037,125000
28038,312000
28039,190000
28040,210000
28041,135000
28042,104900
28043,80000
28044,175000
28045,124000
28046,355000
28047,130000
28048,218000
28049,290000
28050,225000
28051,143497
28052,179000
28053,238000
28054,49000
28055,199000
28056,110000
28057,97000
28058,145000
28059,160000
28060,160000
28061,66000
28062,54876
28063,136000
28064,200000
28065,215000
28066,168500
28067,66000
28068,108000
28069,159000
28070,182000
28071,106800
28072,130000
28073,73000
28074,122000
28075,165000
28076,103000
28077,117000
28078,275000
28079,69000
28080,95000
28081,79000
28082,165000
28083,54000
28084,143000
28085,85000
28086,150000
28087,79588
28088,110000
28089,110000
28090,159000
28091,98000
28092,125000
28093,460000
28094,129000
28095,113000
28096,121411
28097,55000
28098,107000
28099,206000
28100,116240
28101,59000
28102,240000
28103,350000
28104,87900
28105,375000
28106,86000
28107,310000
28108,325000
28109,195000
28110,500000
28111,69000
28112,195000
28113,65000
28114,55000
28115,80000
28116,180000
28117,130000
28118,128000
28119,90000
28120,290000
28121,75000
28122,114999
28123,92000
28124,140000
28125,99000
28126,95000
28127,380000
28128,189000
28129,150000
28130,95000
28131,308000
28132,195000
28133,215000
28134,74000
28135,210000
28136,69000
28137,134000
28138,260000
28139,156000
28140,89000
28141,210000
28142,79900
28143,115000
28144,59000
28145,590000
28146,175000
28147,114900
28148,320000
28149,72000
28150,159000
28151,300000
28152,115000
28153,73000
28154,128000
28155,118000
28156,69800
28157,89000
28158,66900
28159,350000
28160,79500
28161,160000
28162,68000
28163,255000
28164,45200
28165,103400
28166,119000
28167,51800
28168,105000
28169,159000
28170,79660
28171,170000
28172,64900
28173,220000
28174,299990
28175,155000
28176,230000
28177,78000
28178,72000
28179,137000
28180,357000
28181,280000
28182,170000
28183,245000
28184,83900
28185,310000
28186,68000
28187,75400
28188,128000
28189,78000
28190,140000
28191,95000
28192,253267
28193,117000
28194,369000
28195,236000
28196,490000
28197,120000
28198,119000
28199,285000
28200,192000
28201,449000
28202,150000
28203,325000
28204,139943
28205,150000
28206,339000
28207,77000
28208,63000
28209,89000
28210,72000
28211,204000
28212,153000
28213,83000
28214,80000
28215,124900
28216,235000
28217,120000
28218,105000
28219,128900
28220,120000
28221,180000
28222,120000
28223,150000
28224,195000
28225,310000
28226,350000
28227,68000
28228,236099
28229,68000
28230,240000
28231,80000
28232,109000
28233,498000
28234,126900
28235,73000
28236,55900
28237,120000
28238,176000
28239,419828
28240,170000
28241,115000
28242,57900
28243,450000
28244,89000
28245,74500
28246,219000
28247,75000
28248,129000
28249,134000
28250,82000
28251,125000
28252,99000
28253,225000
28254,160000
28255,135000
28256,431288
28257,142000
28258,255000
28259,485000
28260,59000
28261,95000
28262,480000
28263,90720
28264,169778
28265,108000
28266,260000
28267,128500
28268,145000
28269,122000
28270,135000
28271,160000
28272,150000
28273,319000
28274,95207
28275,120000
28276,179400
28277,149900
28278,159000
28279,109000
28280,490000
28281,86000
28282,123000
28283,129000
28284,92000
28285,90000
28286,189200
28287,124900
28288,99000
28289,78000
28290,125000
28291,190000
28292,102000
28293,85000
28294,159000
28295,159000
28296,170000
28297,133000
28298,225700
28299,90000
28300,90000
28301,89000
28302,67000
28303,190000
28304,380000
28305,170000
28306,71000
28307,145000
28308,590000
28309,130000
28310,69000
28311,130000
28312,90000
28313,100000
28314,79292
28315,59000
28316,64000
28317,395000
28318,119900
28319,170000
28320,145000
28321,69990
28322,75000
28323,90000
28324,63000
28325,85000
28326,77500
28327,55000
28328,174000
28329,500000
28330,134900
28331,140000
28332,170918
28333,205000
28334,85000
28335,189000
28336,132500
28337,120000
28338,84000
28339,118000
28340,90000
28341,316231
28342,150000
28343,85000
28344,239000
28345,120000
28346,340000
28347,185102
28348,26500
28349,159000
28350,90000
28351,280000
28352,270000
28353,159000
28354,94500
28355,160000
28356,59500
28357,225000
28358,65000
28359,165000
28360,465000
28361,218000
28362,125000
28363,70500
28364,289900
28365,145000
28366,60000
28367,119000
28368,65500
28369,115000
28370,319900
28371,489500
28372,92000
28373,280000
28374,245000
28375,240000
28376,69000
28377,110000
28378,250000
28379,290000
28380,165000
28381,75000
28382,179000
28383,215000
28384,109900
28385,49900
28386,240000
28387,105000
28388,99900
28389,115000
28390,125000
28391,330000
28392,300000
28393,490000
28394,75000
28395,75000
28396,91425
28397,160000
28398,56000
28399,195000
28400,78000
28401,124000
28402,490000
28403,220000
28404,140000
28405,116000
28406,142500
28407,80000
28408,64000
28409,135000
28410,285000
28411,335000
28412,145000
28413,180000
28414,74685
28415,590000
28416,199900
28417,85000
28418,114305
28419,370000
28420,289000
28421,395000
28422,72000
28423,132000
28424,110000
28425,220000
28426,159000
28427,122000
28428,125000
28429,72000
28430,73000
28431,170000
28432,118000
28433,120000
28434,210000
28435,184500
28436,90000
28437,110000
28438,77000
28439,559000
28440,90000
28441,65000
28442,119000
28443,123000
28444,87192
28445,290000
28446,85000
28447,65000
28448,100000
28449,135000
28450,390000
28451,198000
28452,155000
28453,100000
28454,245000
28455,118000
28456,255000
28457,112500
28458,99000
28459,130000
28460,154000
28461,135000
28462,120000
28463,300000
28464,124900
28465,345000
28466,160000
28467,79000
28468,62945
28469,164000
28470,81600
28471,155000
28472,109500
28473,85000
28474,135000
28475,210000
28476,430000
28477,142000
28478,88000
28479,115000
28480,93000
28481,68000
28482,98000
28483,127000
28484,169000
28485,44000
28486,225000
28487,62667
28488,290000
28489,253267
28490,99000
28491,295000
28492,129000
28493,139500
28494,99500
28495,150000
28496,56000
28497,150000
28498,130000
28499,450000
28500,74000
28501,250000
28502,190000
28503,80000
28504,165000
28505,140000
28506,232000
28507,448000
28508,295000
28509,176000
28510,62500
28511,225000
28512,57000
28513,195000
28514,109000
28515,180000
28516,67650
28517,359000
28518,118000
28519,178500
28520,359000
28521,168000
28522,249900
28523,109900
28524,480000
28525,150000
28526,159000
28527,570000
28528,139000
28529,220000
28530,139000
28531,134925
28532,89000
28533,135000
28534,98514
28535,320000
28536,62000
28537,460000
28538,159000
28539,155000
28540,115000
28541,319000
28542,255000
28543,76000
28544,240000
28545,169000
28546,79500
28547,59000
28548,209000
28549,139900
28550,165000
28551,84000
28552,99900
28553,100000
28554,180000
28555,170000
28556,121000
28557,135000
28558,300000
28559,78000
28560,95000
28561,85000
28562,205000
28563,129000
28564,349900
28565,117000
28566,55000
28567,60000
28568,110000
28569,156000
28570,190000
28571,135000
28572,89000
28573,97000
28574,86000
28575,54000
28576,435000
28577,179000
28578,80000
28579,225000
28580,64900
28581,85000
28582,430000
28583,135000
28584,90000
28585,110000
28586,95000
28587,72000
28588,259000
28589,290000
28590,240696
28591,130000
28592,77000
28593,98500
28594,310000
28595,68000
28596,77000
28597,89500
28598,85000
28599,150000
28600,359990
28601,138000
28602,48300
28603,84000
28604,440000
28605,195000
28606,280000
28607,375000
28608,195000
28609,139900
28610,88000
28611,249000
28612,110000
28613,285000
28614,315000
28615,130290
28616,220000
28617,327700
28618,65500
28619,67960
28620,105000
28621,158000
28622,158100
28623,87000
28624,325000
28625,225000
28626,138000
28627,75000
28628,119000
28629,117200
28630,430000
28631,100000
28632,89000
28633,129900
28634,148000
28635,63000
28636,295000
28637,71900
28638,460000
28639,85000
28640,109000
28641,85000
28642,179400
28643,548000
28644,310000
28645,159000
28646,180000
28647,165000
28648,140000
28649,59900
28650,160000
28651,60000
28652,135000
28653,245000
28654,85000
28655,73000
28656,105000
28657,315000
28658,128900
28659,79000
28660,77651
28661,110000
28662,109900
28663,84000
28664,220000
28665,99000
28666,93000
28667,121000
28668,85000
28669,125000
28670,130000
28671,59000
28672,389000
28673,360000
28674,520000
28675,150000
28676,135000
28677,69500
28678,68000
28679,160000
28680,280000
28681,140000
28682,168000
28683,149000
28684,68999
28685,145000
28686,239000
28687,395000
28688,95000
28689,69000
28690,115000
28691,225000
28692,78000
28693,110000
28694,93000
28695,82000
28696,129900
28697,95000
28698,350000
28699,375000
28700,550000
28701,500000
28702,99000
28703,188800
28704,425000
28705,79000
28706,129000
28707,85000
28708,188760
28709,140000
28710,80000
28711,89000
28712,123000
28713,109900
28714,178500
28715,39900
28716,179900
28717,140000
28718,64900
28719,95000
28720,150000
28721,139000
28722,78000
28723,118000
28724,90000
28725,115000
28726,148200
28727,89000
28728,92700
28729,395000
28730,330000
28731,88000
28732,165000
28733,360000
28734,79900
28735,239000
28736,240000
28737,486400
28738,180000
28739,68000
28740,65000
28741,198000
28742,134000
28743,164000
28744,85000
28745,540000
28746,92900
28747,550000
28748,79000
28749,198900
28750,200000
28751,219000
28752,365000
28753,139900
28754,90000
28755,85000
28756,159000
28757,395000
28758,339000
28759,165000
28760,128000
28761,76000
28762,135000
28763,59900
28764,120000
28765,448000
28766,575000
28767,50000
28768,123000
28769,123000
28770,159900
28771,78700
28772,145000
28773,175000
28774,145000
28775,190000
28776,65000
28777,74000
28778,108900
28779,75000
28780,130000
28781,125000
28782,110000
28783,115000
28784,188760
28785,68000
28786,200000
28787,500000
28788,170000
28789,47000
28790,110000
28791,420000
28792,124900
28793,279000
28794,180000
28795,77000
28796,398000
28797,125000
28798,225000
28799,105000
28800,288000
28801,132000
28802,67500
28803,139000
28804,158000
28805,329000
28806,152000
28807,67000
28808,129000
28809,197000
28810,89000
28811,200000
28812,175000
28813,330000
28814,188000
28815,190000
28816,399000
28817,194000
28818,64000
28819,139900
28820,225000
28821,148000
28822,110000
28823,149000
28824,98000
28825,75000
28826,124500
28827,230000
28828,285000
28829,89000
28830,105000
28831,75000
28832,130000
28833,75000
28834,78000
28835,165000
28836,49000
28837,230000
28838,72900
28839,128000
28840,229000
28841,131500
28842,450000
28843,140000
28844,198000
28845,185000
28846,350000
28847,490000
28848,120000
28849,130000
28850,105000
28851,220000
28852,240000
28853,88000
28854,139000
28855,320000
28856,99000
28857,289000
28858,120000
28859,98500
28860,132500
28861,87000
28862,110000
28863,115000
28864,517266
28865,170000
28866,345000
28867,80360
28868,169000
28869,339000
28870,198000
28871,85000
28872,480000
28873,305000
28874,99000
28875,40000
28876,155000
28877,139000
28878,89999
28879,69900
28880,128000
28881,110000
28882,215000
28883,140000
28884,105000
28885,89000
28886,105000
28887,210000
28888,77000
28889,385000
28890,83000
28891,234500
28892,160000
28893,105000
28894,44000
28895,165000
28896,79500
28897,118990
28898,395000
28899,100000
28900,125000
28901,135000
28902,48300
28903,110000
28904,200000
28905,85500
28906,67000
28907,72000
28908,65000
28909,118000
28910,115000
28911,309200
28912,180000
28913,45000
28914,275000
28915,158000
28916,183000
28917,115000
28918,195000
28919,175000
28920,320000
28921,55000
28922,265000
28923,154000
28924,80000
28925,100000
28926,63000
28927,129000
28928,52000
28929,120000
28930,132000
28931,79000
28932,480000
28933,54876
28934,158000
28935,135000
28936,94000
28937,105000
28938,73000
28939,420000
28940,187000
28941,67000
28942,119000
28943,109900
28944,220000
28945,170000
28946,94900
28947,117000
28948,50900
28949,210000
28950,63000
28951,200000
28952,135000
28953,250000
28954,239000
28955,67150
28956,380000
28957,89000
28958,490000
28959,125000
28960,55000
28961,230000
28962,95000
28963,90000
28964,265000
28965,96800
28966,214000
28967,105000
28968,130000
28969,72000
28970,150000
28971,75000
28972,167900
28973,72000
28974,179000
28975,53000
28976,38000
28977,121774
28978,140000
28979,149900
28980,490000
28981,89000
28982,76000
28983,320000
28984,81000
28985,135000
28986,160000
28987,155000
28988,84000
28989,239000
28990,280000
28991,548000
28992,480000
28993,128900
28994,250000
28995,96000
28996,260000
28997,115000
28998,68000
28999,98000
29000,130000
29001,153600
29002,64000
29003,235000
29004,260000
29005,95000
29006,99000
29007,128000
29008,145000
29009,110000
29010,84320
29011,142000
29012,110000
29013,87300
29014,77000
29015,143000
29016,138000
29017,141900
29018,70000
29019,376778
29020,70000
29021,165000
29022,250000
29023,85000
29024,500000
29025,175000
29026,220000
29027,164131
29028,285000
29029,60000
29030,102000
29031,175000
29032,64000
29033,420000
29034,189000
29035,66647
29036,126000
29037,67000
29038,145000
29039,175000
29040,55000
29041,390000
29042,240000
29043,132000
29044,152000
29045,78000
29046,170000
29047,120000
29048,44000
29049,150000
29050,215000
29051,75900
29052,118000
29053,74000
29054,72000
29055,350000
29056,77000
29057,210000
29058,239000
29059,75000
29060,101000
29061,74900
29062,168000
29063,129000
29064,75000
29065,165500
29066,182000
29067,67000
29068,109000
29069,179000
29070,94900
29071,189000
29072,105000
29073,105000
29074,292500
29075,141732
29076,86500
29077,218000
29078,305700
29079,392000
29080,72000
