,tipo_precio
173924,bajo
319036,alto
153211,alto
194505,medio
452187,alto
398586,medio
434278,bajo
409033,alto
397372,bajo
190092,medio
431300,alto
149209,medio
434562,bajo
184947,alto
456211,bajo
298242,medio
280334,bajo
432679,bajo
178798,alto
57036,bajo
24894,bajo
406893,medio
399913,alto
7746,alto
64713,bajo
279055,bajo
121890,bajo
296911,alto
384724,bajo
230922,alto
111257,alto
121922,bajo
330009,bajo
183773,medio
287976,bajo
389792,alto
268390,alto
1042,medio
298067,medio
177743,medio
17768,bajo
244649,alto
221097,bajo
237482,bajo
397425,alto
446091,medio
390830,alto
48018,bajo
82399,alto
409265,alto
269758,medio
293238,medio
178131,medio
239859,alto
273738,alto
195143,alto
434819,bajo
241506,alto
100721,medio
163172,bajo
238166,bajo
137962,medio
59114,alto
11218,alto
31233,alto
176010,alto
383557,bajo
450313,bajo
214362,alto
94499,alto
285234,bajo
341997,alto
61954,alto
163178,bajo
354025,alto
390172,bajo
227135,medio
90105,medio
255727,medio
388448,bajo
121286,bajo
2364,medio
209478,bajo
157042,medio
161978,medio
319611,alto
398903,medio
26043,alto
41336,alto
154473,medio
401580,alto
179286,bajo
425410,medio
445486,medio
418530,bajo
349389,alto
149102,alto
129684,medio
429736,bajo
350077,alto
139513,medio
370717,medio
2324,alto
454530,bajo
430494,bajo
273081,bajo
316275,alto
282848,alto
293424,alto
272365,medio
361843,alto
219570,medio
324881,alto
450153,medio
208944,bajo
172368,alto
80309,alto
176380,alto
376481,medio
372650,alto
89338,alto
280891,medio
259808,bajo
398541,alto
126666,medio
152426,medio
256818,medio
89728,medio
30565,medio
63730,alto
157078,medio
212953,medio
318816,medio
319701,medio
339557,medio
165314,bajo
202211,bajo
295609,alto
121657,bajo
228881,bajo
90951,bajo
302716,medio
114771,medio
93132,bajo
108480,medio
250710,bajo
127813,bajo
404666,medio
41984,alto
418542,medio
28721,alto
6071,medio
53645,bajo
111416,medio
53385,alto
189663,alto
290339,bajo
105867,bajo
277414,bajo
57893,alto
450242,alto
85380,alto
153567,medio
439059,bajo
323088,alto
151787,bajo
386572,alto
230601,alto
402937,alto
347754,medio
34097,alto
399685,bajo
251387,alto
99891,bajo
452576,bajo
404490,medio
415237,bajo
280011,alto
452564,bajo
198109,bajo
78260,alto
137679,medio
259799,alto
159745,bajo
341829,medio
137456,alto
98002,medio
202777,bajo
150814,bajo
341459,medio
307687,medio
343966,bajo
304346,medio
31103,alto
375885,medio
250942,bajo
93735,medio
287176,alto
375559,alto
342001,bajo
182114,bajo
400142,bajo
350588,bajo
117420,bajo
151891,alto
454838,medio
48041,alto
99440,alto
17996,bajo
366850,alto
393605,medio
107636,medio
185431,alto
105470,bajo
310316,bajo
398078,alto
300475,medio
188867,medio
404541,alto
79007,medio
188841,alto
204661,medio
101026,medio
52130,bajo
222373,alto
147267,bajo
347801,medio
275027,bajo
381575,medio
2216,bajo
406033,bajo
119190,medio
285646,medio
425366,medio
93306,alto
222153,medio
401863,medio
315404,alto
212355,medio
210283,bajo
194183,alto
409683,bajo
132155,bajo
25704,bajo
393104,bajo
227827,bajo
6666,bajo
349422,alto
152062,medio
429136,alto
392525,alto
214066,bajo
5090,alto
259781,bajo
356526,medio
438848,medio
57716,bajo
273465,bajo
3834,medio
374071,alto
416270,bajo
415349,bajo
354138,alto
434375,alto
203159,alto
23400,medio
264331,alto
310832,bajo
252862,bajo
303838,bajo
103859,bajo
450328,medio
187694,medio
130002,bajo
408096,alto
198076,bajo
357164,bajo
399313,medio
246446,medio
358115,bajo
281109,alto
42800,medio
430306,medio
290770,medio
238135,alto
428630,bajo
377876,alto
235442,medio
382996,bajo
62286,alto
113968,medio
370064,alto
27538,bajo
349316,alto
9897,alto
16635,bajo
433821,alto
349341,alto
135889,medio
351429,bajo
428894,bajo
189957,medio
322642,bajo
374301,bajo
427092,alto
79698,bajo
264557,bajo
265059,bajo
42010,alto
227980,alto
341811,alto
268330,medio
428483,medio
360022,alto
452692,medio
430568,bajo
34648,bajo
441153,medio
243848,medio
112147,alto
375381,bajo
72656,bajo
262699,alto
351469,medio
163136,medio
377910,alto
268388,alto
215514,bajo
161968,alto
75496,medio
251711,medio
11091,alto
392778,bajo
198802,medio
282839,medio
368558,alto
347312,bajo
75890,bajo
124728,bajo
301080,bajo
59680,alto
87992,medio
385576,alto
121840,alto
403158,medio
206139,alto
225425,bajo
178527,bajo
403138,medio
427174,medio
244635,alto
390366,alto
422537,medio
51289,bajo
167924,alto
316174,medio
48201,medio
301422,bajo
66718,medio
441858,alto
254600,bajo
315572,medio
257206,alto
309404,medio
426959,bajo
92680,medio
256716,alto
346203,alto
212425,alto
397307,alto
54340,alto
43033,alto
262740,alto
28747,alto
13478,alto
404469,bajo
110782,medio
323685,alto
194222,alto
250566,medio
113486,medio
264149,medio
236352,bajo
167136,bajo
219162,medio
340628,bajo
272268,bajo
199393,bajo
382386,alto
399387,alto
308776,medio
350586,bajo
398458,bajo
185409,bajo
87128,bajo
279819,alto
157998,bajo
160003,alto
446246,alto
313180,alto
320189,bajo
243149,bajo
428109,alto
110748,bajo
167312,alto
171765,medio
66863,alto
113576,alto
372606,medio
103868,bajo
170176,bajo
287742,bajo
25728,alto
203210,medio
128964,bajo
456612,bajo
246872,alto
389017,medio
14465,alto
390849,alto
302559,bajo
325830,medio
392395,alto
162396,medio
333157,medio
28121,medio
363452,medio
457745,bajo
279652,medio
397787,alto
261223,alto
440919,alto
447994,medio
178835,bajo
264304,alto
384264,bajo
121540,alto
414880,alto
20627,medio
183368,bajo
157003,alto
298143,alto
88019,bajo
44992,medio
428490,medio
238486,bajo
455347,alto
210353,bajo
370193,medio
408714,medio
117755,medio
275496,alto
81791,alto
310827,medio
4131,bajo
92663,medio
129300,bajo
72643,bajo
169806,medio
124435,medio
457724,medio
389046,bajo
332854,medio
65281,bajo
133773,medio
453071,alto
127205,alto
41978,alto
232930,medio
280809,medio
226395,bajo
376651,alto
41912,alto
427230,medio
393404,bajo
372783,alto
426180,alto
327954,alto
386488,alto
174567,alto
239884,medio
312585,medio
172520,alto
452757,medio
207617,alto
410040,medio
65474,medio
439607,bajo
392818,bajo
69079,bajo
450152,alto
270214,bajo
383227,alto
386516,alto
237393,bajo
24318,medio
298954,medio
222956,medio
106375,medio
126393,bajo
277373,alto
121111,alto
251731,bajo
377677,bajo
164275,medio
267873,alto
41665,bajo
210365,medio
398077,alto
237106,alto
126149,alto
334442,bajo
161986,alto
403454,bajo
178258,medio
65707,medio
42290,alto
388732,bajo
115064,medio
144994,alto
189823,medio
50633,alto
251740,bajo
358342,alto
322795,alto
439274,alto
345544,bajo
377476,alto
425643,alto
452343,medio
411655,medio
121190,medio
390862,bajo
451316,bajo
446112,alto
435993,alto
439733,medio
86571,bajo
117450,bajo
202791,medio
349095,medio
385581,alto
360256,alto
82389,bajo
338186,medio
421922,medio
73894,medio
291629,alto
271263,alto
377490,alto
39845,bajo
185388,alto
424810,bajo
366902,bajo
296070,alto
47056,bajo
449781,bajo
379349,bajo
256752,alto
221035,alto
149355,medio
12168,alto
30039,medio
321952,bajo
287720,medio
322984,alto
167651,alto
136434,bajo
152382,medio
245015,bajo
51845,bajo
170908,alto
175868,bajo
454792,bajo
2552,medio
306816,bajo
254707,bajo
430338,medio
393545,bajo
335839,bajo
264386,bajo
439078,medio
196221,alto
45902,medio
254512,alto
338464,medio
400175,medio
343596,alto
153507,medio
339489,medio
399564,bajo
260601,alto
324723,alto
230519,medio
376769,medio
383294,medio
113593,alto
258708,alto
203142,alto
126439,bajo
70741,alto
141380,medio
429749,bajo
141932,medio
376483,alto
49708,alto
393364,bajo
452543,bajo
125892,bajo
79556,medio
159028,bajo
155897,medio
158120,alto
71332,medio
399629,medio
266990,bajo
203166,bajo
139563,bajo
390320,bajo
124659,alto
264582,alto
256040,alto
263999,alto
408636,alto
459875,medio
21474,alto
75097,alto
203211,medio
26341,alto
35493,medio
405037,alto
226391,medio
304368,medio
436462,bajo
443980,medio
289504,bajo
199491,medio
176507,medio
41930,alto
5069,alto
66702,medio
426142,medio
181604,bajo
187194,alto
256767,alto
124918,bajo
372907,bajo
384617,medio
169848,medio
31157,alto
250567,medio
67327,alto
345011,alto
398689,bajo
257419,alto
174364,alto
9403,medio
334708,alto
63935,medio
50953,alto
55605,bajo
433835,alto
7348,alto
135166,alto
411540,medio
75578,medio
102787,medio
409121,bajo
165178,alto
264342,alto
404882,bajo
334006,alto
162510,bajo
195335,alto
7923,bajo
437853,alto
9304,alto
317262,bajo
231111,bajo
256989,alto
244632,alto
210249,alto
17844,medio
296601,alto
40631,bajo
167610,medio
306580,alto
356866,medio
299973,alto
382966,medio
332850,bajo
293789,bajo
7692,alto
384262,bajo
221076,alto
311347,medio
434363,medio
436368,alto
454907,alto
327919,bajo
152204,alto
300582,bajo
350045,bajo
368321,bajo
94735,alto
403114,alto
399920,alto
183778,alto
293558,alto
343623,medio
437717,bajo
257272,medio
120406,medio
238210,alto
51401,alto
459461,alto
32625,medio
367006,alto
139754,bajo
128642,bajo
214612,medio
206938,bajo
423637,medio
296077,medio
99325,medio
6135,alto
186535,bajo
370713,alto
416103,bajo
147581,medio
176570,alto
72642,medio
327405,alto
22649,alto
147603,medio
123527,medio
281419,medio
295576,alto
452328,bajo
50599,alto
9867,alto
178355,medio
187671,medio
199308,medio
60822,medio
354669,medio
193087,alto
408083,alto
358253,bajo
5274,bajo
54394,medio
454890,medio
391007,medio
371867,bajo
436311,bajo
193452,alto
240539,alto
2814,bajo
284067,medio
379449,alto
440989,bajo
264508,medio
310155,alto
210177,alto
41825,medio
179973,alto
26265,alto
26010,bajo
212434,alto
178793,alto
360277,bajo
345315,bajo
375187,medio
366100,medio
194607,bajo
368484,alto
5158,medio
123605,bajo
233873,alto
176361,medio
183935,medio
279266,bajo
130476,bajo
46030,bajo
14547,medio
372854,bajo
280086,alto
62012,alto
235469,medio
399027,bajo
401404,alto
293357,alto
89115,medio
459263,medio
49882,bajo
265022,bajo
66469,alto
387017,alto
155573,alto
68645,alto
397256,alto
268367,bajo
440992,bajo
418562,medio
182326,alto
374238,bajo
118915,alto
407990,bajo
80627,medio
224264,alto
158251,alto
105122,bajo
282233,medio
399048,medio
452200,bajo
280406,alto
290824,alto
293786,medio
327384,medio
347275,alto
257257,medio
131920,bajo
353993,medio
144844,alto
26696,bajo
89157,medio
273811,alto
214556,medio
120760,medio
360416,bajo
310688,alto
318861,medio
426058,medio
360015,bajo
124658,alto
166988,bajo
272209,medio
238517,medio
92878,bajo
107694,medio
92899,medio
64415,bajo
154849,alto
271916,medio
117888,medio
293530,alto
92160,medio
41865,alto
381605,alto
350782,medio
268206,alto
328266,alto
454513,medio
115143,bajo
256220,alto
386754,alto
257000,alto
139103,medio
30213,alto
94248,medio
246519,medio
436201,alto
15639,alto
393606,bajo
207694,medio
163861,medio
6207,medio
373164,medio
262222,medio
100805,alto
270277,bajo
447506,medio
53901,medio
186089,alto
393103,bajo
419746,bajo
166989,medio
250568,alto
308038,alto
103874,medio
409726,bajo
161944,medio
372959,bajo
114896,alto
259172,bajo
89799,medio
316622,alto
16917,medio
186214,bajo
204863,bajo
371070,alto
73677,bajo
79551,bajo
274426,alto
62992,alto
318008,medio
352922,bajo
131898,medio
195333,medio
452847,medio
368506,bajo
114663,medio
197118,alto
114756,alto
436654,medio
283445,bajo
371547,bajo
196241,alto
85379,alto
437469,medio
257398,bajo
228247,alto
264258,bajo
187959,medio
217881,alto
162042,alto
70341,alto
318129,alto
218655,alto
221598,medio
209283,alto
173844,medio
94047,alto
126782,medio
312305,alto
185404,bajo
365065,alto
352453,medio
56839,bajo
121687,medio
69937,alto
422640,alto
256730,medio
447654,bajo
174860,bajo
279268,bajo
85827,bajo
157264,bajo
185435,alto
92846,bajo
358602,alto
291439,alto
88074,medio
183766,alto
71585,bajo
226210,medio
91741,bajo
206399,bajo
187868,bajo
28980,alto
85810,alto
232832,bajo
183344,medio
222062,alto
123492,bajo
226356,bajo
46460,medio
453114,bajo
299936,alto
339516,alto
370308,bajo
351245,medio
229283,medio
216537,alto
115280,medio
383041,alto
145929,bajo
195499,medio
393386,bajo
133656,bajo
327834,bajo
203093,medio
238587,bajo
367789,medio
45743,medio
277614,alto
231467,bajo
98299,bajo
28765,alto
137222,alto
431108,alto
105619,alto
54404,bajo
389743,bajo
205079,medio
123615,bajo
149525,bajo
278927,alto
353958,alto
360291,bajo
420872,medio
54090,alto
233711,bajo
167223,alto
452240,medio
17943,bajo
5157,alto
7320,alto
277347,medio
115174,alto
170305,medio
372926,medio
30333,bajo
338106,bajo
92447,alto
345885,bajo
6301,medio
54641,bajo
34745,bajo
430510,bajo
382271,medio
72227,alto
167250,alto
239929,alto
404769,alto
91897,medio
293662,alto
174102,alto
60661,bajo
188335,medio
233636,medio
334652,bajo
227137,alto
318868,bajo
430343,medio
197555,alto
99396,alto
94271,bajo
256815,alto
385552,bajo
10291,bajo
339756,bajo
258448,medio
92397,medio
451713,medio
370586,bajo
285723,alto
104357,bajo
310561,bajo
308734,medio
8211,bajo
213912,medio
400193,bajo
150702,bajo
362638,alto
120111,alto
265299,medio
280132,medio
422291,medio
59396,medio
362675,alto
139545,alto
187646,bajo
12363,medio
438873,alto
260297,bajo
5140,medio
66737,bajo
441005,alto
257241,alto
381423,medio
442355,alto
239877,medio
358294,alto
133081,bajo
351468,bajo
284906,alto
302758,alto
18163,alto
236321,alto
53683,alto
423335,bajo
140825,bajo
12679,bajo
141798,medio
160002,alto
202504,medio
100816,medio
162053,alto
257310,medio
225367,bajo
27598,alto
384493,medio
275579,medio
128953,alto
427539,bajo
85307,alto
89530,medio
386998,alto
34407,bajo
398185,bajo
434669,alto
423120,bajo
100684,medio
35399,bajo
306946,medio
301102,bajo
290512,medio
171685,medio
286686,bajo
210822,alto
406605,medio
290543,medio
59770,alto
344111,alto
94773,bajo
238895,bajo
385434,medio
336248,medio
325824,bajo
404848,bajo
13230,medio
399068,medio
310586,medio
209385,bajo
352478,alto
343718,alto
319778,bajo
23408,bajo
429756,medio
3072,bajo
420879,medio
299706,alto
400157,medio
165276,alto
25142,medio
386711,bajo
172570,medio
308669,medio
174274,alto
96311,medio
80735,medio
187722,alto
15293,alto
122376,bajo
240127,medio
451254,bajo
17884,bajo
208340,alto
70609,bajo
411507,bajo
129124,alto
410210,bajo
197288,medio
254074,medio
287033,bajo
304410,bajo
287621,medio
427941,bajo
89727,bajo
412674,bajo
65327,alto
139526,alto
168103,medio
115660,bajo
229924,medio
114604,medio
203764,alto
442633,bajo
434247,medio
278794,alto
83765,bajo
360438,alto
139203,alto
114830,alto
50941,medio
367833,alto
113956,alto
459964,bajo
210315,alto
98913,medio
324679,medio
92003,medio
234159,bajo
66815,medio
144501,bajo
339530,medio
264388,alto
53890,medio
53919,alto
187953,medio
399640,alto
158883,bajo
359984,medio
427048,medio
14514,alto
396878,bajo
110564,medio
79273,medio
375719,bajo
70623,medio
454831,bajo
110832,alto
100728,alto
420444,medio
280995,medio
431982,bajo
414665,medio
425384,alto
7917,bajo
10281,medio
12536,medio
254764,medio
104034,medio
40588,bajo
263837,alto
167082,medio
257023,alto
133857,medio
299105,alto
345875,medio
403229,bajo
233461,medio
452721,medio
452586,bajo
273842,bajo
197019,alto
26121,medio
21225,medio
174682,bajo
30062,alto
367826,alto
126418,alto
404812,bajo
190506,bajo
105107,bajo
53970,medio
393531,bajo
397659,alto
386856,bajo
211220,medio
65547,alto
300705,alto
44031,alto
358336,medio
121110,bajo
191632,alto
126029,medio
405002,bajo
121624,bajo
212486,alto
227222,alto
185002,bajo
241475,medio
451159,medio
206481,medio
427992,medio
33022,medio
139763,bajo
273555,alto
92956,medio
150486,medio
459310,medio
59932,alto
275012,alto
449063,medio
31954,medio
167269,alto
45258,bajo
137208,alto
208267,alto
350023,bajo
22641,medio
228275,alto
104094,bajo
226172,medio
200567,bajo
82397,medio
158000,bajo
275216,bajo
99448,alto
23220,medio
269836,alto
169719,bajo
139512,alto
129239,bajo
436024,alto
295166,bajo
397221,alto
449856,bajo
59753,medio
333395,medio
9488,alto
176155,alto
5155,alto
391688,bajo
355833,medio
296512,medio
114201,alto
263907,bajo
191832,bajo
239285,bajo
203289,bajo
213708,alto
324204,bajo
243050,medio
170216,alto
369156,bajo
367020,alto
185081,alto
275009,alto
130027,medio
406708,alto
259636,medio
73734,medio
300245,alto
287950,bajo
219063,alto
414879,medio
299689,medio
91985,medio
13858,medio
409202,bajo
398843,bajo
39439,alto
75872,bajo
191489,bajo
430691,bajo
356860,alto
406230,medio
450380,medio
82209,bajo
92763,medio
450220,alto
89577,alto
415236,bajo
64651,bajo
257385,medio
375673,alto
19520,medio
87737,alto
82565,bajo
157439,bajo
162826,bajo
338194,medio
256693,alto
35233,medio
187145,bajo
202754,medio
270852,bajo
280884,medio
126057,alto
61997,alto
199224,bajo
221439,medio
107205,alto
454835,medio
206005,medio
178284,bajo
358222,alto
411160,medio
152433,alto
427093,medio
158232,alto
234279,bajo
247496,alto
108947,medio
321847,bajo
183372,bajo
176540,bajo
48521,alto
269940,alto
421039,bajo
427547,bajo
4955,alto
258323,alto
408118,medio
254517,medio
24276,bajo
445587,medio
370421,bajo
304387,medio
9455,alto
385428,medio
32992,medio
326291,alto
133858,medio
167892,bajo
438101,medio
304074,alto
447569,alto
375567,medio
352967,bajo
335871,bajo
398101,alto
338205,medio
361725,alto
204055,alto
41531,alto
51163,alto
424804,medio
103671,medio
131938,alto
141852,medio
373047,bajo
422011,medio
262221,medio
68480,bajo
198839,alto
86931,medio
371327,bajo
379656,medio
301409,medio
47982,bajo
296954,alto
177773,medio
436962,alto
418450,bajo
10187,alto
293630,bajo
22705,bajo
319554,alto
264403,alto
449049,bajo
95257,bajo
436261,alto
262753,bajo
91020,bajo
373788,bajo
299672,medio
162204,alto
239984,alto
456234,medio
131913,medio
143879,medio
134148,bajo
399139,medio
244750,alto
442667,medio
447165,alto
106554,bajo
389033,bajo
133810,alto
422717,medio
215328,alto
184888,bajo
454655,medio
257106,alto
333383,bajo
351195,bajo
337729,alto
190520,medio
399432,alto
144517,bajo
62387,bajo
40616,medio
306331,bajo
428539,bajo
371832,bajo
265297,bajo
280015,medio
282365,medio
266955,bajo
176513,medio
303349,bajo
142324,alto
408293,alto
6429,alto
61118,bajo
163063,alto
287162,medio
306150,alto
290957,medio
157966,bajo
220684,bajo
55521,medio
317659,bajo
243708,medio
320497,alto
322817,bajo
402924,alto
381307,medio
55613,bajo
35246,medio
304999,bajo
147323,bajo
408074,alto
152048,medio
190571,alto
408053,medio
103814,medio
174154,alto
236661,alto
66819,bajo
96314,alto
79068,medio
214041,medio
187979,bajo
404507,alto
374563,bajo
250709,bajo
322771,alto
133134,bajo
355711,bajo
117834,medio
241358,alto
285942,medio
186292,alto
399915,medio
38094,bajo
397582,alto
178203,alto
238150,bajo
22632,medio
271309,bajo
7684,alto
452272,alto
112906,bajo
200648,medio
318078,alto
187726,medio
398080,alto
86132,bajo
129123,alto
37193,alto
167891,bajo
222403,medio
215627,alto
360061,alto
176393,medio
443361,alto
204219,alto
277547,medio
284110,medio
272932,bajo
40876,bajo
124846,medio
355420,medio
246934,bajo
376461,medio
248289,bajo
290836,medio
372978,alto
199938,bajo
317570,bajo
68413,medio
304448,alto
399799,bajo
56277,bajo
233337,medio
263958,alto
400526,medio
295382,alto
215624,bajo
45877,medio
77951,alto
398945,medio
333164,bajo
123843,alto
319000,alto
386891,alto
360244,alto
187152,bajo
451265,alto
131997,bajo
190611,medio
282332,alto
15388,medio
99135,alto
188688,alto
120808,alto
46186,medio
308737,medio
445182,alto
42442,bajo
398815,medio
114773,alto
181675,medio
72489,alto
441892,medio
422075,alto
184232,bajo
437956,bajo
168166,alto
124822,alto
44993,medio
6684,bajo
261467,medio
260790,medio
89971,alto
65480,alto
290558,alto
167068,alto
310598,medio
194394,medio
12354,medio
408098,alto
88340,bajo
56558,bajo
104076,alto
115636,medio
432203,medio
235029,bajo
218418,bajo
3305,medio
384430,medio
272012,medio
385854,alto
47551,medio
265313,alto
287036,bajo
426101,bajo
452558,bajo
236625,bajo
452354,bajo
9901,alto
189990,alto
71511,alto
368478,medio
332824,medio
217643,medio
244705,alto
73694,alto
287942,bajo
1108,bajo
366911,alto
137156,alto
447199,medio
167614,alto
434444,medio
385475,alto
152390,bajo
85806,alto
65583,bajo
367439,alto
359017,bajo
423320,medio
130048,bajo
243874,alto
153573,bajo
160012,alto
381910,bajo
96645,alto
102740,bajo
317257,bajo
54333,medio
162605,bajo
303929,alto
293412,alto
176152,medio
322031,bajo
178036,bajo
126007,medio
200153,bajo
53725,alto
281813,bajo
339699,alto
339493,medio
287329,bajo
410354,bajo
52488,alto
262716,medio
345129,medio
178009,bajo
54981,alto
365357,alto
36218,bajo
239819,medio
381539,medio
408092,alto
379530,alto
286042,bajo
59398,medio
221492,medio
243492,alto
233364,alto
306051,alto
143366,alto
369232,medio
105518,medio
451243,alto
167666,alto
277531,bajo
126754,alto
319324,alto
46950,alto
34133,alto
120037,medio
427925,medio
51126,bajo
123443,medio
431291,medio
207339,alto
26486,alto
215341,alto
443953,medio
456099,bajo
202917,bajo
423654,alto
107661,alto
44141,bajo
34442,medio
214138,medio
155129,medio
411709,bajo
231543,bajo
133820,alto
283835,medio
423187,alto
310487,alto
100004,medio
192969,alto
428437,bajo
16677,medio
342826,bajo
7555,alto
131771,medio
55816,bajo
445424,bajo
449669,alto
53854,bajo
282797,bajo
212432,medio
436831,bajo
197674,alto
440896,alto
318852,medio
49467,bajo
267297,medio
168580,bajo
402942,bajo
29976,alto
434212,alto
438865,alto
120892,medio
334230,bajo
96235,medio
223749,bajo
136408,alto
25767,alto
67363,alto
339730,alto
413170,alto
130439,bajo
454953,bajo
167189,medio
303060,bajo
257135,alto
363050,alto
212472,alto
247071,bajo
329496,bajo
329693,medio
95405,bajo
172885,medio
365499,alto
455279,bajo
271060,bajo
135213,bajo
272126,alto
306582,bajo
272235,bajo
2400,medio
269039,bajo
6533,medio
180223,bajo
123789,medio
32208,alto
458275,medio
54979,alto
46947,alto
264387,medio
426120,medio
256200,alto
340405,bajo
290468,alto
17017,medio
393729,bajo
414019,alto
242986,bajo
282793,bajo
126697,medio
190085,alto
370422,medio
150402,medio
227881,alto
284211,alto
115401,bajo
329810,alto
12014,bajo
250574,alto
350149,bajo
268780,alto
316806,alto
45763,alto
326231,bajo
242971,bajo
7215,bajo
353230,bajo
452344,medio
280998,medio
216874,bajo
26365,bajo
408722,bajo
446656,alto
288855,bajo
183871,medio
420458,alto
431305,medio
313346,alto
290571,alto
48503,bajo
238251,bajo
123776,medio
275708,alto
115059,medio
41716,bajo
361759,alto
54158,medio
320463,medio
4764,alto
178526,medio
10149,alto
89095,medio
276000,bajo
393371,bajo
120513,alto
422570,medio
240336,medio
341695,alto
171592,bajo
94691,bajo
53283,medio
179708,alto
197730,alto
80313,alto
93209,bajo
406463,alto
300261,alto
110722,medio
415513,bajo
411262,alto
452974,bajo
347457,medio
131336,alto
69625,medio
349789,bajo
124682,medio
209811,medio
178032,medio
204257,alto
348891,medio
45335,alto
167242,bajo
361917,alto
425573,bajo
144209,alto
143460,medio
168224,alto
191715,alto
191718,medio
303948,alto
139174,medio
225028,bajo
277113,medio
449004,medio
307915,bajo
137130,alto
454761,bajo
415514,bajo
431359,bajo
296626,alto
233513,medio
450149,alto
204962,alto
55626,bajo
316293,alto
372805,bajo
144076,medio
400099,bajo
99006,alto
343414,medio
386527,alto
15646,bajo
270944,bajo
270075,bajo
310123,alto
122440,bajo
279163,medio
135353,alto
370417,bajo
222133,medio
447550,medio
352457,medio
287798,medio
338421,bajo
61529,bajo
103899,bajo
199092,medio
80952,bajo
269205,bajo
246868,bajo
454632,medio
280343,medio
355823,bajo
230908,alto
459451,alto
10153,alto
419257,bajo
398870,bajo
79234,alto
444398,bajo
108957,medio
62522,medio
198804,alto
84064,alto
252973,medio
425994,bajo
37884,alto
28042,bajo
136429,bajo
69959,bajo
187894,bajo
368216,bajo
355888,bajo
415267,alto
71257,medio
55392,bajo
375650,alto
266143,bajo
270098,bajo
137894,bajo
26383,bajo
326173,alto
287127,bajo
358304,alto
340458,bajo
319033,alto
143294,bajo
42078,medio
372772,medio
393525,medio
127717,medio
290819,medio
202135,medio
367432,bajo
120844,bajo
273765,bajo
398033,alto
393503,medio
6895,bajo
277383,bajo
436839,medio
146213,alto
241340,alto
291429,alto
238618,medio
259769,medio
107624,bajo
361916,alto
145898,bajo
93270,bajo
92761,bajo
445106,bajo
96340,medio
217450,medio
405315,bajo
221123,bajo
215621,alto
369451,medio
50767,bajo
114512,bajo
166990,alto
430321,bajo
25859,alto
220953,alto
75905,bajo
150468,medio
147342,medio
359142,medio
241336,medio
96623,medio
176301,medio
12184,alto
200982,alto
432775,bajo
97157,bajo
398788,medio
331584,medio
287072,alto
222417,bajo
297301,medio
181605,bajo
324044,bajo
86422,medio
32442,alto
308013,medio
208119,alto
389765,alto
382864,alto
273513,bajo
5136,alto
352439,medio
195451,bajo
376044,medio
55164,bajo
420850,medio
143214,alto
202743,medio
172553,alto
440941,medio
360396,medio
115525,alto
307184,bajo
80990,bajo
126118,bajo
208149,alto
56341,bajo
387317,medio
141844,medio
81009,bajo
403335,medio
273581,medio
2327,medio
443052,medio
172883,bajo
153282,alto
95565,medio
17466,medio
159846,alto
199124,medio
201688,medio
366708,bajo
422115,alto
54611,alto
425402,medio
123205,medio
293360,medio
46946,bajo
167998,alto
154430,alto
149656,alto
39564,alto
58337,medio
13636,medio
257900,medio
452634,medio
422579,medio
210210,alto
388440,alto
434515,bajo
59744,medio
14860,alto
385814,bajo
7697,alto
450382,alto
71419,bajo
399536,bajo
18226,bajo
242968,bajo
456138,bajo
361765,alto
124274,bajo
315504,medio
422546,medio
73935,bajo
93195,bajo
272767,alto
169065,bajo
236551,alto
256296,alto
149185,medio
397715,alto
242398,bajo
14872,alto
123617,bajo
17090,medio
361564,medio
291433,alto
9909,medio
279815,alto
328148,bajo
204864,bajo
332284,medio
397587,alto
194314,alto
143496,bajo
211355,bajo
242325,bajo
108576,bajo
23018,alto
14546,medio
265874,bajo
127505,medio
104172,medio
340043,medio
233706,bajo
66530,alto
248083,alto
426072,alto
233871,bajo
198936,alto
48551,medio
438851,medio
66394,bajo
366146,alto
163070,alto
359024,medio
135273,medio
443747,alto
80367,alto
274814,alto
399683,bajo
240944,alto
119310,medio
20977,medio
307215,alto
312681,bajo
276006,bajo
233525,bajo
317018,alto
381559,bajo
344230,bajo
98998,alto
195164,bajo
44247,medio
297104,medio
277793,medio
294128,medio
302669,bajo
299943,bajo
93151,bajo
353526,bajo
444399,bajo
105579,bajo
270844,alto
238496,bajo
295960,bajo
220676,medio
137216,alto
106058,alto
320452,bajo
206458,bajo
379399,medio
266535,medio
114047,medio
435970,alto
173720,bajo
18295,medio
224254,alto
299932,alto
299949,alto
17662,bajo
386627,bajo
371083,alto
383052,bajo
34741,bajo
167325,alto
233453,alto
94048,bajo
75120,bajo
446051,bajo
92905,bajo
13312,alto
54026,bajo
11410,bajo
215614,medio
238730,alto
139858,alto
57487,medio
277716,medio
378310,bajo
198177,medio
267020,medio
244017,bajo
411513,medio
398500,medio
18025,bajo
330197,alto
189861,medio
152257,bajo
182427,alto
91978,medio
67954,alto
285,medio
41914,medio
239890,alto
459928,alto
92478,alto
307748,medio
454932,medio
449559,medio
273528,medio
440613,alto
6244,bajo
188882,bajo
306521,alto
238230,bajo
378246,medio
454364,alto
178410,bajo
56094,medio
119989,medio
329541,alto
130266,medio
438585,bajo
362738,bajo
150459,medio
340401,bajo
269830,medio
200732,medio
6975,bajo
219764,medio
68677,medio
385426,medio
290963,medio
52603,alto
217688,bajo
121902,alto
39584,alto
381525,medio
