,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
389758,-34.5476835,-58.46225,Nuñez,departamento,1,1,77,66,55000
254203,-34.5889577,-58.4098858,Palermo,departamento,4,3,116,116,276000
222079,-34.5891561,-58.4381588,Palermo,departamento,3,2,78,64,250000
167995,-34.5438176,-58.4806155,Saavedra,departamento,1,1,38,38,115000
67399,-34.5828896,-58.427457,Palermo,departamento,2,1,45,38,150000
420446,-34.5851641,-58.4210092,Palermo,departamento,1,1,31,32,65257
172525,-34.5849447,-58.399825,Recoleta,departamento,1,1,38,33,130000
375304,-34.5553533,-58.464432,Nuñez,departamento,2,1,40,32,87000
339593,-34.5948795,-58.4146397,Palermo,departamento,1,1,44,39,104000
361578,-34.56174202912177,-58.47432988504832,Coghlan,departamento,3,2,173,147,404055
209332,-34.6002971,-58.462799,Paternal,departamento,2,1,45,40,60000
189716,-34.5863133,-58.4217498,Palermo,departamento,1,1,55,54,119000
378543,-34.628356,-58.500657,Velez Sarsfield,ph,2,1,62,52,130000
72553,-34.6233729,-58.371191,San Telmo,departamento,1,1,55,39,99000
158121,-34.5921773,-58.3925272,Recoleta,departamento,3,2,88,70,199000
116256,-34.5628724,-58.4437972,Belgrano,departamento,4,3,138,135,400000
73664,-34.6406685,-58.4973492,Villa Luro,departamento,1,1,35,31,73500
226599,-34.61666,-58.480543,Villa Santa Rita,departamento,2,1,48,43,114000
456613,-34.6067,-58.4659,Villa General Mitre,departamento,3,2,61,56,129000
91823,-34.6261630577,-58.4653115273,Flores,departamento,2,1,43,40,78000
418354,-34.6222409,-58.4583834,Flores,departamento,2,1,49,42,123000
372760,-34.6285923,-58.3721943,Barracas,departamento,2,1,72,40,153000
240340,-34.6087236,-58.4566503,Caballito,departamento,3,2,59,57,99000
162687,-34.6222694,-58.477875,Villa Santa Rita,departamento,2,1,34,34,53900
10999,-34.562430705786525,-58.45480465588652,Belgrano,departamento,2,1,49,43,189000
459607,-34.568456,-58.452104,Belgrano,departamento,3,2,66,60,165000
114701,-34.6008727,-58.419229,Almagro,departamento,2,1,50,50,150000
359297,-34.5771863,-58.4380407,Palermo,ph,3,2,75,67,189000
43158,-34.6158264,-58.5037041,Monte Castro,casa,4,3,249,142,300000
120008,-34.5497884,-58.4694963,Nuñez,departamento,1,1,37,34,93000
182242,-34.581825,-58.4520634,Colegiales,departamento,2,1,34,34,80000
303252,-34.6156623,-58.3627798,Puerto Madero,departamento,2,1,81,73,269000
307876,-34.5606129,-58.4640169,Belgrano,departamento,1,1,41,36,140000
287323,-34.5622914,-58.4427269,Belgrano,departamento,4,3,175,159,500000
408055,-34.6071509,-58.4231964,Almagro,departamento,1,1,38,38,77000
144612,-34.6081258,-58.4928233,Villa del Parque,departamento,3,2,65,50,132000
378238,-34.5936314,-58.4359692,Villa Crespo,departamento,1,1,41,37,86655
277179,-34.6000363,-58.4262814,Almagro,departamento,2,1,48,42,160000
3845,-34.5861076,-58.4047626,Recoleta,departamento,2,1,40,40,117000
208148,-34.5809329,-58.407411,Palermo,departamento,1,1,33,33,99000
209523,-34.6340618,-58.4328816,Parque Chacabuco,departamento,1,1,50,50,82000
358236,-34.6100719,-58.4248332,Almagro,departamento,3,2,113,68,119000
162066,-34.5766060656,-58.4300893847,Palermo,departamento,3,2,73,66,390000
400172,-34.599868,-58.485997,Villa del Parque,departamento,3,2,57,50,139500
89222,-34.5905033,-58.4088623,Palermo,departamento,4,3,78,67,212000
216761,-34.6213891696,-58.4445563114,Caballito,departamento,3,2,110,89,185000
321627,-34.6237933,-58.4022563,San Cristobal,departamento,3,2,54,50,125000
390140,-34.591518,-58.3995091,Recoleta,departamento,3,2,59,54,112000
228145,-34.629155,-58.5053502,Versalles,departamento,1,1,31,32,80300
279812,-34.576951443,-58.411023991,Palermo,departamento,2,1,81,77,390000
187427,-34.6395908,-58.427856,Parque Chacabuco,ph,3,2,119,74,125000
284074,-34.6321194,-58.4688385,Flores,departamento,2,1,38,38,64000
358906,-34.5869193,-58.4022688,Barrio Norte,departamento,2,1,32,32,65000
268899,-34.5557748,-58.4561999,Belgrano,departamento,2,1,50,47,138000
18430,-34.6200426,-58.4190591,Almagro,ph,4,3,85,81,127000
321464,-34.5934435,-58.4072335,Barrio Norte,departamento,2,1,100,92,240000
186528,-34.5541056,-58.4415801,Belgrano,ph,2,1,60,40,118000
381271,-34.5784613,-58.4373338,Palermo,departamento,3,2,99,61,240000
202812,-34.5787478,-58.4354229,Palermo,departamento,1,1,34,30,77000
291593,-34.5613612,-58.4637579,Belgrano,departamento,2,1,64,52,144283
252435,-34.6111852,-58.4019088,Once,departamento,2,1,50,48,82000
7913,-34.574151261,-58.4927749497,Villa Urquiza,departamento,2,1,76,59,130688
128686,-34.5423936,-58.4733461,Nuñez,departamento,3,2,52,47,95000
120658,-34.542321,-58.469903,Nuñez,ph,3,2,48,48,125000
436485,-34.6233835,-58.4363546,Caballito,departamento,4,3,80,75,184000
158589,-34.64445323953083,-58.519180006094075,Liniers,departamento,3,1,54,49,68000
41408,-34.58252506122768,-58.425474744127335,Palermo,departamento,3,2,77,66,229000
430714,-34.6023932,-58.4565915,Villa Crespo,ph,1,1,77,66,42000
415568,-34.5859985,-58.4544363,Chacarita,departamento,1,1,33,30,98000
431312,-34.5700439,-58.4863726,Villa Urquiza,departamento,2,1,42,40,110000
99225,-34.6016251456,-58.4646229974,Paternal,departamento,1,1,30,32,76000
299073,-34.5971042,-58.3858256,Barrio Norte,departamento,3,2,93,87,280000
82289,-34.6272972,-58.4323524,Caballito,departamento,4,3,80,72,210000
157354,-34.6227249,-58.4425035,Caballito,departamento,3,2,83,83,137000
266782,-34.6152062,-58.437531,Caballito,departamento,3,2,56,54,120000
420899,-34.6173446,-58.3605357,Puerto Madero,departamento,2,1,70,65,360000
6639,-34.5532301,-58.4964031,Saavedra,ph,4,3,116,84,195000
447382,-34.562430705786525,-58.45480465588652,Belgrano,departamento,2,1,38,38,90000
74812,-34.5780743,-58.432916,Palermo,departamento,3,2,56,52,149900
352525,-34.5974892,-58.4204453,Palermo,departamento,1,1,44,39,129500
183347,-34.6037091913,-58.4131186343,Almagro,departamento,2,1,47,41,144900
128720,-34.604216,-58.4139013,Almagro,departamento,1,1,40,34,78250
212803,-34.6228113035,-58.4403452079,Caballito,departamento,2,1,44,40,140000
26461,-34.577542,-58.472313,Villa Urquiza,departamento,2,1,57,51,154900
264625,-34.5786520697,-58.4705471992,Villa Ortuzar,departamento,3,2,75,70,149000
379492,-34.5872222,-58.4266667,Palermo,departamento,3,2,69,62,240000
161994,-34.6057692,-58.4254951,Almagro,departamento,1,1,77,66,79500
19443,-34.6398773,-58.4221775,Boedo,departamento,4,3,230,132,245000
296583,-34.5890181,-58.4171351,Palermo,departamento,1,1,35,31,85000
186420,-34.6218987767,-58.3988893032,San Cristobal,departamento,1,1,77,66,38000
270367,-34.5859262,-58.4177928,Palermo,departamento,3,2,63,48,90000
14554,-34.6207281,-58.4546198,Caballito,departamento,3,2,56,52,143000
168119,-34.6168954,-58.4414313,Caballito,departamento,3,2,68,61,210000
106567,-34.578703,-58.4646661,Colegiales,departamento,1,1,31,32,54840
339859,-34.593289,-58.399491,Recoleta,departamento,2,1,38,38,95000
120273,-34.5531394,-58.4635571,Nuñez,departamento,2,1,32,32,82500
114894,-34.5618179,-58.4677893,Belgrano,departamento,3,2,70,61,165000
238244,-34.5907538118,-58.4114542177,Palermo,departamento,3,2,59,59,159000
151740,-34.6372165,-58.368981,Boca,departamento,1,1,42,40,64900
38140,-34.5634119274,-58.438498592,Palermo,departamento,3,2,90,81,380000
272273,-34.61350128438554,-58.383106521142295,Monserrat,departamento,3,2,50,50,63900
176054,-34.5795813,-58.4155449,Palermo,departamento,3,2,55,55,159000
120897,-34.6168682,-58.521516,Villa Devoto,departamento,3,2,71,64,118000
300815,-34.5934403,-58.4421862,Villa Crespo,departamento,2,1,50,45,135000
278038,-34.645927,-58.4891719,Parque Avellaneda,ph,4,3,118,90,99000
383400,-34.5768756,-58.4970723,Villa Urquiza,departamento,1,1,38,31,87000
199805,-34.6025359,-58.4302191,Villa Luro,departamento,3,1,58,58,125000
204056,-34.5605387,-58.4519299,Belgrano,departamento,4,3,161,161,478000
335019,-34.6420557,-58.4984966,Villa Luro,ph,3,2,91,79,149000
142394,-34.574508996,-58.4921353,Villa Urquiza,departamento,2,1,95,82,215000
86098,-34.6190756,-58.4610306,Caballito,departamento,1,1,49,49,150000
178956,-34.5908429,-58.4356174,Villa Crespo,departamento,4,2,99,75,220000
115389,-34.6076451,-58.3862752,San Nicolás,departamento,1,1,77,66,109000
32552,-34.5958382731,-58.3954696032,Barrio Norte,departamento,3,2,109,102,320000
443975,-34.5991408,-58.3945188,Recoleta,departamento,2,1,47,38,103000
34099,-34.573263,-58.440335,Belgrano,departamento,1,1,44,44,139881
353356,-34.5928899,-58.4163207,Palermo,ph,5,4,225,185,385000
89614,-34.642981,-58.504152,Villa Luro,departamento,3,2,72,65,170000
399545,-34.6085618,-58.3840319,San Nicolás,departamento,7,3,75,75,120000
442066,-34.576205,-58.4215828,Palermo,departamento,2,1,90,75,520000
212964,-34.5722418,-58.4847327,Villa Urquiza,departamento,1,1,35,35,80000
8158,-34.6409909,-58.3680495,Boca,ph,6,5,230,160,198000
91968,-34.6120977,-58.423761,Almagro,departamento,4,3,116,88,225000
150610,-34.5596996,-58.4468228,Belgrano,departamento,2,1,43,40,139000
352303,-34.627836,-58.360159,Boca,departamento,2,1,47,41,62000
132290,-34.640442,-58.460623,Flores,casa,5,4,229,157,190000
84312,-34.5942464,-58.441035,Villa Crespo,departamento,2,1,52,46,167800
107006,-34.5989424,-58.3761755,San Nicolás,departamento,3,2,64,64,149000
169832,-34.5412501,-58.4729664,Nuñez,departamento,2,1,60,50,135000
228427,-34.6211557,-58.4834092,Villa del Parque,ph,5,4,170,91,158000
330003,-34.608469,-58.4479,Caballito,departamento,1,1,34,34,89900
52605,-34.6321180906,-58.4505090103,Caballito,ph,4,2,245,205,394000
56083,-34.6303605,-58.4177648,Boedo,departamento,2,1,42,40,105000
115189,-34.6102704,-58.4516183,Caballito,departamento,1,1,77,66,75000
201693,-34.58252506122768,-58.425474744127335,Palermo,departamento,2,1,77,68,149390
167081,-34.548045841853735,-58.46547258653095,Nuñez,departamento,2,1,59,51,179000
351489,-34.6241932,-58.5001311,Velez Sarsfield,ph,5,4,177,127,199000
293159,-34.5818811752,-58.4266565257,Palermo,departamento,2,1,58,49,179800
359000,-34.626705,-58.385174,San Cristobal,departamento,4,3,75,71,75000
150785,-34.6224753,-58.5140137,Monte Castro,departamento,1,1,38,34,80000
318130,-34.5960735459,-58.3834619029,Villa Crespo,departamento,1,1,47,44,78000
421445,-34.6343626208,-58.5253525248,Versalles,casa,3,2,282,120,200000
12724,-34.5673404934,-58.4869382386,Villa Urquiza,departamento,1,1,35,32,88000
371314,-34.6571399,-58.5222091,Mataderos,ph,6,5,200,170,250000
385153,-34.6646752,-58.431359,Villa Soldati,casa,3,2,230,160,155000
134974,-34.5891058,-58.4092546,Palermo,departamento,2,1,40,40,94000
45017,-34.563101,-58.4377547,Palermo,departamento,3,2,120,115,348000
298072,-34.6075323,-58.4457706,Caballito,departamento,2,1,39,37,94000
184081,-34.54732,-58.469723,Nuñez,departamento,2,1,47,41,106369
106362,-34.598424,-58.4183612,Almagro,departamento,2,1,50,46,90000
13280,-34.5811032,-58.4380203,Palermo,ph,3,2,106,64,210000
382931,-34.6019772,-58.3957937,Balvanera,departamento,1,1,46,40,95680
299103,-34.5788977,-58.4948117,Villa Urquiza,departamento,3,2,106,72,210000
345958,-34.5945737,-58.4239019,Palermo,departamento,3,2,50,50,130000
191982,-34.6059984,-58.3961187,Balvanera,ph,3,2,76,65,89000
299934,-34.5805275,-58.4650258,Chacarita,departamento,3,2,67,67,130000
243098,-34.5952295,-58.4093008,Palermo,departamento,3,2,73,73,149000
388568,-34.569681,-58.4471892,Belgrano,departamento,1,1,38,35,105000
14861,-34.5554519,-58.4699393,Nuñez,departamento,1,1,41,38,89000
99992,-34.6489632,-58.4972541,Mataderos,departamento,3,2,81,59,189000
313358,-34.5706924,-58.4478225,Belgrano,departamento,2,1,43,40,134500
211207,-34.61872310708088,-58.44193605327804,Caballito,departamento,2,1,41,35,93000
6439,-34.6130852,-58.499976,Villa Devoto,departamento,1,1,49,43,110000
238151,-34.5540822971,-58.4711319208,Nuñez,departamento,3,2,78,74,179980
257920,-34.5894024,-58.4078652,Barrio Norte,departamento,3,2,106,56,330000
124434,-34.557423,-58.48053,Coghlan,departamento,2,1,91,38,148500
409215,-34.5867978,-58.4085036,Palermo,departamento,2,1,50,46,240000
293368,-34.5723664499,-58.4473970381,Belgrano,departamento,3,2,129,68,320000
181666,-34.5561514,-58.4647592,Nuñez,departamento,2,1,43,40,139000
22756,-34.5830927,-58.4349582,Palermo,departamento,1,1,41,34,104000
48756,-34.638061,-58.5039934,Villa Luro,ph,2,1,40,38,74000
303109,-34.6207114,-58.3728608,San Telmo,departamento,2,1,44,40,69000
59167,-34.573293,-58.421317,Palermo,departamento,2,1,55,47,260000
231246,-34.637585,-58.4487948,Parque Chacabuco,departamento,1,1,40,34,81000
139102,-34.6175851,-58.41832,Almagro,departamento,2,1,72,46,109000
37517,-34.614784,-58.480371,Villa del Parque,departamento,2,1,52,36,98000
53501,-34.5755975,-58.4208023,Palermo,departamento,2,1,55,55,298000
413134,-34.6446065,-58.4202782,Pompeya,casa,4,3,130,104,135000
280024,-34.5641319307,-58.4506485487,Belgrano,departamento,4,3,135,122,470000
439601,-34.6158330554,-58.5009098053,Villa Santa Rita,departamento,2,1,45,40,86500
191474,-34.548045841853735,-58.46547258653095,Nuñez,departamento,3,2,130,80,344000
301138,-34.624894,-58.5172331,Versalles,casa,3,2,80,66,112000
52119,-34.6100065,-58.3777895,Monserrat,departamento,3,2,75,75,94550
7713,-34.5973184,-58.3896387,Recoleta,departamento,2,1,30,30,74900
16934,-34.5640610435,-58.4619997032,Belgrano,departamento,3,2,83,77,230000
157005,-34.6316583,-58.4172704,Boedo,departamento,3,2,96,96,215000
175959,-34.5607593,-58.4729571,Coghlan,departamento,1,1,41,38,73620
196594,-34.5958444,-58.402957,Barrio Norte,departamento,1,1,32,32,120000
350773,-34.6042675,-58.3879417,San Nicolás,departamento,3,2,47,47,110000
455222,-34.6220839,-58.3986464,San Cristobal,departamento,1,1,34,30,81843
101003,-34.6299305,-58.4381993,Caballito,departamento,3,2,60,55,139500
393742,-34.577346,-58.5101074,Villa Pueyrredón,ph,4,3,99,83,149000
398710,-34.611605,-58.407355,Balvanera,departamento,2,1,40,39,70000
365270,-34.5861498,-58.4110817,Palermo,departamento,2,1,95,80,480000
197342,-34.5464833,-58.4670157,Nuñez,ph,4,2,96,74,170000
149754,-34.5807476,-58.4904112,Villa Urquiza,departamento,3,2,69,64,198000
453842,-34.6447946,-58.5106482,Villa Luro,departamento,4,3,125,105,307000
164438,-34.572738842,-58.486424381,Villa Urquiza,departamento,2,1,50,44,120000
328523,-34.5671197,-58.491183,Villa Urquiza,ph,2,1,48,42,109500
408033,-34.596366,-58.3741636,Retiro,departamento,1,1,30,30,110000
376948,-34.590144747,-58.4490066614,Villa Crespo,departamento,1,1,32,33,90000
84254,-34.593541,-58.401644,Barrio Norte,departamento,4,3,70,68,190000
415801,-34.6422479,-58.5091037,Villa Luro,ph,3,2,74,64,129500
338114,-34.5945201,-58.4310018,Villa Crespo,departamento,3,2,48,48,119900
315560,-34.5924721,-58.4096451,Barrio Norte,departamento,5,4,148,120,299000
257359,-34.6030667,-58.4035258,Balvanera,departamento,2,1,63,63,160000
255862,-34.5444664,-58.4710322,Nuñez,departamento,1,1,34,35,73611
317279,-34.595807,-58.4434077,Villa Crespo,departamento,4,3,78,67,149900
457776,-34.586286,-58.439741,Palermo,departamento,1,1,44,40,91650
275742,-34.5711201264,-58.4821832097,Villa Urquiza,departamento,1,1,37,31,70000
358739,-34.605539,-58.4040123,Balvanera,departamento,2,1,30,30,69900
149657,-34.5988463,-58.4068289,Barrio Norte,departamento,4,3,62,62,150000
439758,-34.6343078,-58.4294689,Parque Chacabuco,ph,4,3,174,80,220000
416085,-34.5737117,-58.4814535,Villa Urquiza,departamento,3,2,68,58,159000
241331,-34.5834373,-58.3702796,Retiro,departamento,1,1,47,40,150000
397327,-34.61669,-58.4181025,Almagro,departamento,4,3,107,98,219000
141803,-34.6346436,-58.4682251,Flores,departamento,2,1,43,39,89000
139525,-34.6080796,-58.444116,Caballito,departamento,3,2,59,56,135000
406658,-34.627492,-58.451265,Caballito,departamento,2,1,36,36,77500
330835,-34.5856182,-58.4235379,Palermo,departamento,1,1,41,38,109000
304226,-34.5694182,-58.4668376,Belgrano,departamento,2,1,44,37,96000
234130,-34.5551747,-58.4694991,Nuñez,departamento,1,1,44,41,84000
277483,-34.59229756323614,-58.397112487475724,Recoleta,departamento,1,1,57,37,125000
330541,-34.6145759,-58.4770203,Paternal,casa,4,3,175,110,160000
358580,-34.562382,-58.454691,Belgrano,departamento,4,3,116,106,349900
117571,-34.588245,-58.439884,Palermo,departamento,1,1,43,38,130000
159747,-34.609118,-58.427535,Almagro,departamento,1,1,33,34,53800
224443,-34.576507,-58.451339,Colegiales,departamento,3,2,67,63,155000
54153,-34.644618,-58.4336797,Parque Chacabuco,departamento,4,3,91,79,147800
402035,-34.6134791,-58.4761655,Villa Santa Rita,departamento,3,2,85,63,160000
306810,-34.6774918,-58.4953782,Villa Lugano,departamento,3,2,61,61,45000
166367,-34.5802523,-58.4646009,Villa Ortuzar,casa,5,3,130,105,195000
135843,-34.6180845757,-58.4678256513,Flores,departamento,3,2,63,57,130000
185309,-34.5965733,-58.4121741,Balvanera,departamento,1,1,34,31,82000
404835,-34.6129558,-58.4381776,Caballito,departamento,3,2,78,63,125000
422112,-34.5880805,-58.4127514,Palermo,departamento,4,3,73,70,205000
18986,-34.5638623,-58.4933122,Villa Urquiza,ph,3,2,70,55,149900
350002,-34.5671197,-58.491183,Saavedra,departamento,2,1,57,47,139000
46456,-34.5823429,-58.4322374,Palermo,departamento,3,2,78,78,490000
367556,-34.6035095,-58.380213,San Nicolás,departamento,1,1,77,66,65000
243493,-34.5990163,-58.3895529,Recoleta,departamento,2,1,40,38,90000
74955,-34.6347012,-58.4501914,Parque Chacabuco,departamento,3,2,80,80,125000
162261,-34.5624037903,-58.4682619572,Belgrano,departamento,2,1,46,46,122000
442035,-34.5912061,-58.4133737,Palermo,departamento,3,2,69,60,110000
451303,-34.5595192,-58.4466408,Belgrano,departamento,3,2,100,100,255000
422588,-34.6215267,-58.3912053,Constitución,departamento,2,1,44,44,98500
449757,-34.6117095245,-58.4217524529,Almagro,departamento,2,1,66,58,179000
115456,-34.6144899,-58.5035929,Villa Devoto,departamento,2,1,48,45,118900
257242,-34.5907401,-58.3935654,Recoleta,departamento,6,4,215,205,435000
20538,-34.6068013,-58.4163738,Almagro,departamento,1,1,77,66,55000
226306,-34.566629,-58.450631,Belgrano,departamento,2,1,31,31,74000
97038,-34.5693782509,-58.4772313634,Belgrano,departamento,3,2,113,113,319000
2522,-34.5565391,-58.4640868,Belgrano,departamento,1,1,112,50,220000
381538,-34.592883,-58.4018217,Recoleta,departamento,4,3,114,105,249000
185265,-34.5952011,-58.410124,Recoleta,departamento,2,1,36,36,83000
154419,-34.5575562,-58.4703272,Nuñez,departamento,3,2,94,82,260000
284879,-34.576792,-58.421961,Palermo,departamento,4,3,77,74,220000
124941,-34.6155086,-58.3800913,Monserrat,departamento,1,1,36,33,110000
66470,-34.5793186,-58.4292285,Palermo,departamento,4,3,85,85,220000
269770,-34.6122876,-58.3773196,Monserrat,departamento,1,1,45,42,125000
1152,-34.5959517,-58.4442692,Villa Crespo,departamento,1,1,40,39,75000
21016,-34.6151528,-58.4603044,Caballito,departamento,2,1,60,60,165000
133177,-34.5523775,-58.4731673,Nuñez,departamento,2,1,87,47,220000
228918,-34.6102297,-58.426037,Almagro,departamento,3,2,89,79,115000
79452,-34.6066899,-58.5127766,Villa Devoto,departamento,1,1,40,35,112000
371813,-34.58252506122768,-58.425474744127335,Palermo,ph,3,2,105,65,180000
80967,-34.6054854,-58.4578909,Caballito,ph,2,1,52,46,105000
201852,-34.60741806650264,-58.39702765919473,Congreso,departamento,3,2,43,40,42000
139222,-34.5976123,-58.4193162,Palermo,departamento,2,1,56,49,149500
155895,-34.6295522,-58.4383128,Caballito,departamento,4,3,110,100,375000
120314,-34.5791041,-58.4388945,Palermo,departamento,2,1,50,45,168000
260569,-34.6329446,-58.3752848,Barracas,departamento,3,2,94,84,250000
306184,-34.5880905,-58.4390576,Palermo,departamento,1,1,77,66,60000
374276,-34.6186144355,-58.3817890534,Monserrat,ph,2,1,42,42,72000
381275,-34.574563,-58.4380696,Palermo,departamento,2,1,66,66,265000
446132,-34.5926076,-58.4108793,Palermo,departamento,2,1,37,30,118000
403033,-34.5688909,-58.4449999,Belgrano,departamento,3,2,80,64,170000
139349,-34.5586051,-58.4580532,Belgrano,departamento,3,2,65,57,147000
71503,-34.5816987,-58.4335472,Palermo,departamento,1,1,36,33,95000
137147,-34.5820981,-58.4488594,Palermo,departamento,1,1,37,32,93713
334164,-34.568938,-58.4557352,Belgrano,departamento,3,2,71,66,150000
411388,-34.637485,-58.3698271,Barracas,departamento,3,2,77,73,125000
360513,-34.5892024,-58.5035141,Villa Pueyrredón,departamento,3,2,82,60,149000
5347,-34.5885889,-58.4152464,Palermo,ph,3,2,57,50,180000
171495,-34.59359323433341,-58.40243745945436,Barrio Norte,departamento,1,1,77,66,49000
262899,-34.6261675,-58.5020476,Velez Sarsfield,ph,4,3,111,88,179000
70208,-34.6204436,-58.4326734,Caballito,departamento,5,3,254,202,530000
326200,-34.6086793,-58.4482039,Caballito,departamento,2,1,45,43,124900
23229,-34.6196300024,-58.3822530677,Monserrat,departamento,1,1,36,32,75000
26382,-34.59898,-58.4400106,Villa Crespo,departamento,2,1,59,49,200000
455239,-34.6289233934,-58.4089851379,San Cristobal,departamento,1,1,35,31,65200
202772,-34.6031426,-58.418787,Almagro,departamento,2,1,37,33,79500
442326,-34.5650795,-58.4641898,Belgrano,departamento,2,1,48,37,120000
233464,-34.621802,-58.459411,Caballito,departamento,3,2,56,56,102000
96649,-34.612834,-58.3760455,San Telmo,departamento,6,5,207,207,290000
192924,-34.618486,-58.466131,Flores,departamento,1,1,33,30,62000
157429,-34.5963323,-58.4097822,Barrio Norte,departamento,3,2,122,122,414000
411531,-34.5499842,-58.4830905,Saavedra,departamento,2,1,58,38,111720
170533,-34.6297403,-58.3984946,Parque Patricios,departamento,3,2,66,60,81900
378530,-34.5760592,-58.4996484,Villa Urquiza,ph,5,4,151,70,249000
105558,-34.5992586,-58.4293875,Villa Crespo,departamento,3,2,70,60,119000
312540,-34.593288,-58.444687,Villa Crespo,departamento,2,1,58,50,105807
425393,-34.5422686,-58.4671441,Nuñez,departamento,3,2,95,75,261000
357158,-34.627164,-58.4059428,San Nicolás,ph,1,1,35,35,50000
268374,-34.5764639,-58.4642934,Villa Ortuzar,departamento,2,1,37,37,90000
199307,-34.543035,-58.470369,Nuñez,departamento,1,1,42,37,90000
358915,-34.5866659,-58.4084349,Barrio Norte,departamento,3,2,50,50,125000
158600,-34.5842134769,-58.4222830809,Palermo,departamento,3,2,110,78,443000
430810,-34.5960517,-58.4277245,Villa Crespo,departamento,4,3,122,99,266500
89635,-34.5987724,-58.4116326,Barrio Norte,departamento,3,2,70,67,230000
187160,-34.5759507345,-58.4355466031,Palermo,departamento,3,1,111,111,395000
65598,-34.61145225,-58.42747975,Caballito,departamento,1,1,33,30,70000
270547,-34.5970829,-58.3866227,Barrio Norte,departamento,3,2,77,77,199000
42635,-34.6198191,-58.4098859,Balvanera,departamento,2,1,34,34,58000
278757,-34.5654728,-58.4710636,Coghlan,departamento,3,2,70,63,230000
398115,-34.5642588,-58.4582919,Belgrano,departamento,2,1,39,39,84900
128787,-34.5878879125,-58.4122408904,Palermo,departamento,4,3,150,141,339000
143439,-34.5908475,-58.3873076,Recoleta,departamento,3,2,75,75,240000
18057,-34.6262383762,-58.4538182022,Flores,departamento,3,2,55,55,85000
13883,-34.6180837,-58.3599116,Puerto Madero,departamento,2,1,70,65,315000
345879,-34.6269779,-58.4681194,Flores,departamento,3,2,63,63,120000
277799,-34.5779466,-58.481853,Villa Urquiza,departamento,2,1,51,41,140500
454866,-34.6070401,-58.4618976,Villa Crespo,ph,5,3,96,91,107000
345955,-34.5806565,-58.4317991,Palermo,departamento,2,1,56,50,148000
74533,-34.6058067,-58.439479,Caballito,departamento,4,3,102,91,299000
66611,-34.562430705786525,-58.45480465588652,Belgrano,departamento,1,1,41,37,92000
296580,-34.5954593,-58.4411413,Palermo,departamento,1,1,35,35,82000
331767,-34.576735,-58.4730297,Villa Urquiza,departamento,4,3,83,75,259000
285683,-34.5617181,-58.4684743,Coghlan,departamento,1,1,35,31,78750
26013,-34.5537047,-58.4369454,Belgrano,departamento,2,1,58,52,235000
340165,-34.5768012,-58.4854609,Villa Urquiza,departamento,3,2,129,110,395000
448981,-34.6678055219,-58.4292411804,Flores,departamento,2,1,48,45,92000
24667,-34.5937095,-58.4054596,Barrio Norte,departamento,4,3,139,132,388000
425349,-34.541616,-58.4733768,Nuñez,departamento,2,1,48,40,105000
203101,-34.5951715,-58.40134,Barrio Norte,departamento,5,4,149,125,270000
358329,-34.5731916,-58.4223039,Palermo,departamento,3,2,110,89,375000
226388,-34.6007386,-58.4066151,Balvanera,departamento,4,3,65,54,145000
319062,-34.6257756,-58.486045,Floresta,departamento,2,1,52,44,82000
300747,-34.622023,-58.3726843,San Telmo,departamento,2,1,77,36,67000
227859,-34.597598,-58.3754425,Retiro,departamento,4,2,75,68,170000
327423,-34.58797,-58.4399707,Palermo,departamento,2,1,58,52,122000
451217,-34.5548309,-58.4589466,Belgrano,departamento,1,1,30,32,80000
238256,-34.5901695,-58.4072106,Palermo,departamento,4,3,110,102,275000
119551,-34.599546,-58.494986,Villa del Parque,departamento,4,3,108,94,399000
227869,-34.6000519,-58.4257189,Almagro,departamento,2,1,33,33,68000
186837,-34.590165,-58.400558,Recoleta,departamento,4,3,105,90,260000
290445,-34.5476835,-58.46225,Nuñez,departamento,1,1,77,66,43000
311140,-34.631790228,-58.4671822016,Flores,departamento,4,3,91,84,175000
89743,-34.5687,-58.4875,Villa Urquiza,departamento,2,1,42,38,103000
54164,-34.6171694,-58.4763162,Villa del Parque,departamento,2,1,57,50,137000
365023,-34.595991848581946,-58.37910460481991,Retiro,departamento,4,3,84,84,215000
349374,-34.58252506122768,-58.425474744127335,Palermo,departamento,3,2,70,55,130000
7514,-34.6454035,-58.3812839,Barracas,departamento,4,3,195,105,415000
406907,-34.5775948,-58.495185,Villa Urquiza,departamento,2,1,82,54,160000
195172,-34.5975602,-58.4166321,Almagro,departamento,1,1,44,39,89000
430332,-34.589819,-58.4042753,Barrio Norte,departamento,2,1,47,40,119000
92849,-34.6297297,-58.4520936012,Caballito,departamento,3,2,57,57,105000
22735,-34.562785474,-58.4697210789,Coghlan,departamento,2,1,44,41,99000
456286,-34.601399,-58.486629,Villa del Parque,departamento,4,3,128,83,193000
349671,-34.5609255,-58.4624422,Belgrano,departamento,2,1,43,41,119000
384815,-34.5595384,-58.4807284,Coghlan,ph,2,1,56,43,115000
55551,-34.5936314,-58.4359692,Villa Crespo,departamento,1,1,42,42,73940
221410,-34.5428539,-58.4620018,Nuñez,departamento,4,3,140,124,550000
403621,-34.5802513,-58.5116398,Villa Pueyrredón,ph,4,2,93,73,164000
260870,-34.6178727479,-58.4272592403,Caballito,departamento,3,2,111,76,270000
